domain,scenario,seed,element_id,gt_fault,gt_self_clearing,lead_gain_min,t_first_correct_verdict,time_to_correct_diagnosis_min,degraded_minutes,down_minutes,n_ambiguous_decisions,n_wait_decisions,conv_escalated,layer_escalated,conv_unnecessary_dispatch,layer_unnecessary_dispatch,t_fault_onset,t_first_detectable,t_decision_layer_actionable,t_conventional_escalation,t_ticket,t_service_impact,t_outage,t_recovery,t_environment_cleared,false_calm_window_min,pre_escalation_window_min,exposure_window_min,decision_margin_min,conventional_margin_min,time_to_diagnosis_min,detect_tp,detect_fp,detect_fn,detect_tn,detect_precision,detect_recall,detect_f1,detect_fpr,detect_fnr,layer_esc_tp,layer_esc_fp,layer_esc_fn,layer_esc_tn,layer_esc_precision,layer_esc_recall,layer_esc_f1,layer_esc_fpr,layer_esc_fnr,conv_esc_tp,conv_esc_fp,conv_esc_fn,conv_esc_tn,conv_esc_precision,conv_esc_recall,conv_esc_f1,conv_esc_fpr,conv_esc_fnr,provenance,exposure_conventional,exposure_decision_layer,exposure_delta,exposure_delta_pct,decision_layer_dispatched_unnecessarily,conventional_dispatched_unnecessarily
leo_ntn,leo_ground_rain,24,UT00,propagation_fade,True,2.0,160.0,0.0,8.0,75.0,2,95,True,False,True,False,150.0,160.0,160.0,162.0,168.0,157.0,162.0,,260.0,2.0,2.0,-3.0,-3.0,-5.0,0.0,93,4,16,488,0.9587628865979382,0.8532110091743119,0.9029126213592232,0.008130081300813009,0.14678899082568808,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1663.87,755.12,908.75,54.6,False,True
leo_ntn,leo_ground_rain,25,UT00,propagation_fade,True,2.0,155.0,0.0,6.0,77.0,1,101,True,False,True,False,150.0,155.0,155.0,157.0,163.0,157.0,157.0,,260.0,2.0,2.0,2.0,2.0,0.0,0.0,102,0,7,492,1.0,0.9357798165137615,0.966824644549763,0.0,0.06422018348623854,0,0,0,601,,,,0.0,,0,444,0,157,0.0,,,0.7387687188019967,,ILLUSTRATIVE - not derived from operator financial data,1669.33,760.59,908.74,54.4,False,True
leo_ntn,leo_ground_rain,26,UT00,propagation_fade,True,5.0,157.0,0.0,5.0,78.0,0,95,True,False,True,False,150.0,157.0,157.0,162.0,168.0,157.0,162.0,,260.0,5.0,5.0,0.0,0.0,-5.0,0.0,95,0,14,492,1.0,0.8715596330275229,0.9313725490196079,0.0,0.12844036697247707,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1672.07,750.2,921.87,55.1,False,True
leo_ntn,leo_ground_rain,27,UT00,propagation_fade,True,7.0,155.0,0.0,8.0,75.0,4,96,True,False,True,False,150.0,155.0,155.0,162.0,168.0,157.0,162.0,,260.0,7.0,7.0,2.0,2.0,-5.0,0.0,98,2,11,490,0.98,0.8990825688073395,0.937799043062201,0.0040650406504065045,0.10091743119266056,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1663.87,733.25,930.62,55.9,False,True
leo_ntn,leo_ground_rain,28,UT00,propagation_fade,True,6.0,155.0,0.0,6.0,77.0,2,98,True,False,True,False,150.0,155.0,155.0,161.0,167.0,157.0,161.0,,260.0,6.0,6.0,2.0,2.0,-4.0,0.0,98,2,11,490,0.98,0.8990825688073395,0.937799043062201,0.0040650406504065045,0.10091743119266056,0,0,0,601,,,,0.0,,0,440,0,161,0.0,,,0.7321131447587355,,ILLUSTRATIVE - not derived from operator financial data,1669.33,743.09,926.24,55.5,False,True
leo_ntn,leo_ground_rain,29,UT00,propagation_fade,True,2.0,155.0,0.0,5.0,78.0,4,98,True,False,True,False,150.0,155.0,155.0,157.0,163.0,157.0,157.0,,260.0,2.0,2.0,2.0,2.0,0.0,0.0,98,4,11,488,0.9607843137254902,0.8990825688073395,0.9289099526066351,0.008130081300813009,0.10091743119266056,0,0,0,601,,,,0.0,,0,444,0,157,0.0,,,0.7387687188019967,,ILLUSTRATIVE - not derived from operator financial data,1672.07,763.32,908.75,54.3,False,True
leo_ntn,leo_ground_rain,30,UT00,propagation_fade,True,2.0,160.0,0.0,7.0,77.0,8,86,True,False,True,False,150.0,160.0,160.0,162.0,168.0,157.0,162.0,,260.0,2.0,2.0,-3.0,-3.0,-5.0,0.0,93,1,16,491,0.9893617021276596,0.8532110091743119,0.916256157635468,0.0020325203252032522,0.14678899082568808,0,0,0,601,,,,0.0,,0,439,0,162,0.0,,,0.7304492512479202,,ILLUSTRATIVE - not derived from operator financial data,1676.07,767.32,908.75,54.2,False,True
leo_ntn,leo_rf_subsystem,1,UT00,rf_subsystem,False,266.0,252.0,79.0,0.0,0.0,17,0,True,True,False,False,170.0,173.0,175.0,441.0,447.0,,,,,268.0,266.0,,,,2.0,104,4,3,490,0.9629629629629629,0.9719626168224299,0.9674418604651163,0.008097165991902834,0.028037383177570093,90,1,17,493,0.989010989010989,0.8411214953271028,0.9090909090909092,0.0020242914979757085,0.1588785046728972,42,118,65,376,0.2625,0.3925233644859813,0.3146067415730337,0.2388663967611336,0.6074766355140186,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,2,UT00,rf_subsystem,False,153.0,252.0,119.0,0.0,0.0,29,0,True,True,False,False,170.0,133.0,252.0,405.0,411.0,,,,,272.0,153.0,,,,119.0,100,19,7,475,0.8403361344537815,0.9345794392523364,0.8849557522123893,0.038461538461538464,0.06542056074766354,90,0,17,494,1.0,0.8411214953271028,0.9137055837563453,0.0,0.1588785046728972,52,144,55,350,0.2653061224489796,0.48598130841121495,0.3432343234323433,0.291497975708502,0.514018691588785,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,3,UT00,rf_subsystem,False,153.0,234.0,34.0,0.0,0.0,14,0,True,True,False,False,170.0,200.0,234.0,387.0,393.0,,,,,187.0,153.0,,,,34.0,100,8,7,486,0.9259259259259259,0.9345794392523364,0.9302325581395349,0.016194331983805668,0.06542056074766354,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,57,157,50,337,0.26635514018691586,0.5327102803738317,0.35514018691588783,0.31781376518218624,0.4672897196261682,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,4,UT00,rf_subsystem,False,171.0,216.0,59.0,0.0,0.0,23,1,True,True,False,False,170.0,157.0,216.0,387.0,393.0,,,,,230.0,171.0,,,,59.0,101,21,6,473,0.8278688524590164,0.9439252336448598,0.8820960698689956,0.04251012145748988,0.056074766355140186,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,57,157,50,337,0.26635514018691586,0.5327102803738317,0.35514018691588783,0.31781376518218624,0.4672897196261682,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,5,UT00,rf_subsystem,False,207.0,234.0,51.0,0.0,0.0,7,0,True,True,False,False,170.0,183.0,234.0,441.0,447.0,,,,,258.0,207.0,,,,51.0,101,0,6,494,1.0,0.9439252336448598,0.9711538461538461,0.0,0.056074766355140186,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,42,118,65,376,0.2625,0.3925233644859813,0.3146067415730337,0.2388663967611336,0.6074766355140186,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,6,UT00,rf_subsystem,False,261.0,234.0,16.0,0.0,0.0,2,0,True,True,False,False,170.0,218.0,234.0,495.0,501.0,,,,,277.0,261.0,,,,16.0,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,27,79,80,415,0.25471698113207547,0.2523364485981308,0.2535211267605634,0.15991902834008098,0.7476635514018691,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,7,UT00,rf_subsystem,False,257.0,217.0,33.0,0.0,0.0,10,1,True,True,False,False,170.0,184.0,184.0,441.0,447.0,,,,,257.0,257.0,,,,0.0,103,5,4,489,0.9537037037037037,0.9626168224299065,0.958139534883721,0.010121457489878543,0.037383177570093455,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,42,118,65,376,0.2625,0.3925233644859813,0.3146067415730337,0.2388663967611336,0.6074766355140186,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,8,UT00,rf_subsystem,False,207.0,234.0,34.0,0.0,0.0,6,0,True,True,False,False,170.0,200.0,234.0,441.0,447.0,,,,,241.0,207.0,,,,34.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,42,118,65,376,0.2625,0.3925233644859813,0.3146067415730337,0.2388663967611336,0.6074766355140186,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,9,UT00,rf_subsystem,False,168.0,219.0,2.0,0.0,0.0,2,0,True,True,False,False,170.0,217.0,219.0,387.0,393.0,,,,,170.0,168.0,,,,2.0,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,95,0,12,494,1.0,0.8878504672897196,0.9405940594059405,0.0,0.11214953271028037,57,157,50,337,0.26635514018691586,0.5327102803738317,0.35514018691588783,0.31781376518218624,0.4672897196261682,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,10,UT00,rf_subsystem,False,187.0,218.0,18.0,0.0,0.0,2,0,True,True,False,False,170.0,200.0,200.0,387.0,393.0,,,,,187.0,187.0,,,,0.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,57,157,50,337,0.26635514018691586,0.5327102803738317,0.35514018691588783,0.31781376518218624,0.4672897196261682,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,11,UT00,rf_subsystem,False,,234.0,18.0,0.0,0.0,4,0,False,True,False,False,170.0,216.0,234.0,,,,,,,,,,,,18.0,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,0,0,107,494,,0.0,,0.0,1.0,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,False,False
leo_ntn,leo_rf_subsystem,12,UT00,rf_subsystem,False,189.0,216.0,16.0,0.0,0.0,2,0,True,True,False,False,170.0,200.0,216.0,405.0,411.0,,,,,205.0,189.0,,,,16.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,52,144,55,350,0.2653061224489796,0.48598130841121495,0.3432343234323433,0.291497975708502,0.514018691588785,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,13,UT00,rf_subsystem,False,171.0,216.0,16.0,0.0,0.0,2,0,True,True,False,False,170.0,200.0,216.0,387.0,393.0,,,,,187.0,171.0,,,,16.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,57,157,50,337,0.26635514018691586,0.5327102803738317,0.35514018691588783,0.31781376518218624,0.4672897196261682,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,14,UT00,rf_subsystem,False,152.0,253.0,78.0,0.0,0.0,19,0,True,True,False,False,170.0,175.0,253.0,405.0,411.0,,,,,230.0,152.0,,,,78.0,96,12,11,482,0.8888888888888888,0.897196261682243,0.8930232558139535,0.024291497975708502,0.102803738317757,89,0,18,494,1.0,0.8317757009345794,0.9081632653061225,0.0,0.16822429906542055,52,144,55,350,0.2653061224489796,0.48598130841121495,0.3432343234323433,0.291497975708502,0.514018691588785,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,15,UT00,rf_subsystem,False,260.0,252.0,34.0,0.0,0.0,9,0,True,True,False,False,170.0,218.0,252.0,512.0,518.0,,,,,294.0,260.0,,,,34.0,96,3,11,491,0.9696969696969697,0.897196261682243,0.9320388349514562,0.006072874493927126,0.102803738317757,90,0,17,494,1.0,0.8411214953271028,0.9137055837563453,0.0,0.1588785046728972,22,67,85,427,0.24719101123595505,0.205607476635514,0.22448979591836737,0.13562753036437247,0.794392523364486,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,16,UT00,rf_subsystem,False,150.0,237.0,19.0,0.0,0.0,10,0,True,True,False,False,170.0,218.0,237.0,387.0,393.0,,,,,169.0,150.0,,,,19.0,96,5,11,489,0.9504950495049505,0.897196261682243,0.923076923076923,0.010121457489878543,0.102803738317757,91,0,16,494,1.0,0.8504672897196262,0.9191919191919192,0.0,0.14953271028037382,57,157,50,337,0.26635514018691586,0.5327102803738317,0.35514018691588783,0.31781376518218624,0.4672897196261682,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,17,UT00,rf_subsystem,False,276.0,219.0,59.0,0.0,0.0,19,2,True,True,False,False,170.0,160.0,184.0,460.0,466.0,,,,,300.0,276.0,,,,24.0,103,13,4,481,0.8879310344827587,0.9626168224299065,0.9237668161434978,0.02631578947368421,0.037383177570093455,95,0,12,494,1.0,0.8878504672897196,0.9405940594059405,0.0,0.11214953271028037,37,104,70,390,0.2624113475177305,0.34579439252336447,0.2983870967741935,0.21052631578947367,0.6542056074766355,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,18,UT00,rf_subsystem,False,243.0,234.0,88.0,0.0,0.0,18,0,True,True,False,False,170.0,146.0,234.0,477.0,483.0,,,,,331.0,243.0,,,,88.0,103,9,4,485,0.9196428571428571,0.9626168224299065,0.9406392694063926,0.018218623481781375,0.037383177570093455,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,32,92,75,402,0.25806451612903225,0.29906542056074764,0.277056277056277,0.1862348178137652,0.7009345794392523,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,19,UT00,rf_subsystem,False,171.0,216.0,35.0,0.0,0.0,6,0,True,True,False,False,170.0,181.0,216.0,387.0,393.0,,,,,206.0,171.0,,,,35.0,103,1,4,493,0.9903846153846154,0.9626168224299065,0.976303317535545,0.0020242914979757085,0.037383177570093455,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,57,157,50,337,0.26635514018691586,0.5327102803738317,0.35514018691588783,0.31781376518218624,0.4672897196261682,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,20,UT00,rf_subsystem,False,222.0,219.0,19.0,0.0,0.0,5,0,True,True,False,False,170.0,200.0,219.0,441.0,447.0,,,,,241.0,222.0,,,,19.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,95,0,12,494,1.0,0.8878504672897196,0.9405940594059405,0.0,0.11214953271028037,42,118,65,376,0.2625,0.3925233644859813,0.3146067415730337,0.2388663967611336,0.6074766355140186,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,21,UT00,rf_subsystem,False,294.0,201.0,19.0,0.0,0.0,10,1,True,True,False,False,170.0,182.0,201.0,495.0,501.0,,,,,313.0,294.0,,,,19.0,105,5,2,489,0.9545454545454546,0.9813084112149533,0.967741935483871,0.010121457489878543,0.018691588785046728,99,0,8,494,1.0,0.9252336448598131,0.9611650485436893,0.0,0.07476635514018691,27,79,80,415,0.25471698113207547,0.2523364485981308,0.2535211267605634,0.15991902834008098,0.7476635514018691,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,22,UT00,rf_subsystem,False,168.0,237.0,37.0,0.0,0.0,14,0,True,True,False,False,170.0,200.0,237.0,405.0,411.0,,,,,205.0,168.0,,,,37.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,86,0,21,494,1.0,0.8037383177570093,0.8911917098445596,0.0,0.19626168224299065,52,144,55,350,0.2653061224489796,0.48598130841121495,0.3432343234323433,0.291497975708502,0.514018691588785,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,23,UT00,rf_subsystem,False,206.0,217.0,89.0,0.0,0.0,6,0,True,True,False,False,170.0,128.0,199.0,405.0,411.0,,,,,277.0,206.0,,,,71.0,101,3,6,491,0.9711538461538461,0.9439252336448598,0.957345971563981,0.006072874493927126,0.056074766355140186,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,52,144,55,350,0.2653061224489796,0.48598130841121495,0.3432343234323433,0.291497975708502,0.514018691588785,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,24,UT00,rf_subsystem,False,153.0,234.0,34.0,0.0,0.0,4,1,True,True,False,False,170.0,200.0,234.0,387.0,393.0,,,,,187.0,153.0,,,,34.0,97,2,10,492,0.9797979797979798,0.9065420560747663,0.9417475728155339,0.004048582995951417,0.09345794392523364,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,57,157,50,337,0.26635514018691586,0.5327102803738317,0.35514018691588783,0.31781376518218624,0.4672897196261682,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,25,UT00,rf_subsystem,False,,237.0,42.0,0.0,0.0,10,0,False,True,False,False,170.0,195.0,237.0,,,,,,,,,,,,42.0,98,3,9,491,0.9702970297029703,0.9158878504672897,0.9423076923076923,0.006072874493927126,0.08411214953271028,91,0,16,494,1.0,0.8504672897196262,0.9191919191919192,0.0,0.14953271028037382,0,0,107,494,,0.0,,0.0,1.0,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,False,False
leo_ntn,leo_rf_subsystem,26,UT00,rf_subsystem,False,189.0,252.0,36.0,0.0,0.0,8,0,True,True,False,False,170.0,216.0,252.0,441.0,447.0,,,,,225.0,189.0,,,,36.0,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,90,0,17,494,1.0,0.8411214953271028,0.9137055837563453,0.0,0.1588785046728972,42,118,65,376,0.2625,0.3925233644859813,0.3146067415730337,0.2388663967611336,0.6074766355140186,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,27,UT00,rf_subsystem,False,225.0,216.0,16.0,0.0,0.0,3,0,True,True,False,False,170.0,200.0,216.0,441.0,447.0,,,,,241.0,225.0,,,,16.0,100,1,7,493,0.9900990099009901,0.9345794392523364,0.9615384615384615,0.0020242914979757085,0.06542056074766354,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,42,118,65,376,0.2625,0.3925233644859813,0.3146067415730337,0.2388663967611336,0.6074766355140186,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,28,UT00,rf_subsystem,False,171.0,234.0,34.0,0.0,0.0,7,1,True,True,False,False,170.0,200.0,234.0,405.0,411.0,,,,,205.0,171.0,,,,34.0,100,2,7,492,0.9803921568627451,0.9345794392523364,0.9569377990430622,0.004048582995951417,0.06542056074766354,94,0,13,494,1.0,0.8785046728971962,0.9353233830845772,0.0,0.12149532710280374,52,144,55,350,0.2653061224489796,0.48598130841121495,0.3432343234323433,0.291497975708502,0.514018691588785,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,29,UT00,rf_subsystem,False,258.0,219.0,37.0,0.0,0.0,12,0,True,True,False,False,170.0,182.0,219.0,477.0,483.0,,,,,295.0,258.0,,,,37.0,105,2,2,492,0.9813084112149533,0.9813084112149533,0.9813084112149533,0.004048582995951417,0.018691588785046728,95,0,12,494,1.0,0.8878504672897196,0.9405940594059405,0.0,0.11214953271028037,32,92,75,402,0.25806451612903225,0.29906542056074764,0.277056277056277,0.1862348178137652,0.7009345794392523,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_rf_subsystem,30,UT00,rf_subsystem,False,170.0,235.0,35.0,0.0,0.0,13,0,True,True,False,False,170.0,200.0,235.0,405.0,411.0,,,,,205.0,170.0,,,,35.0,100,6,7,488,0.9433962264150944,0.9345794392523364,0.9389671361502347,0.012145748987854251,0.06542056074766354,93,0,14,494,1.0,0.8691588785046729,0.9299999999999999,0.0,0.1308411214953271,52,144,55,350,0.2653061224489796,0.48598130841121495,0.3432343234323433,0.291497975708502,0.514018691588785,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_pointing,1,UT00,pointing_attitude,False,302.0,218.0,45.0,0.0,0.0,3,0,True,True,False,False,175.0,173.0,175.0,477.0,483.0,,,,,304.0,302.0,,,,2.0,96,4,11,490,0.96,0.897196261682243,0.927536231884058,0.008097165991902834,0.102803738317757,96,1,11,493,0.9896907216494846,0.897196261682243,0.9411764705882352,0.0020242914979757085,0.102803738317757,32,92,75,402,0.25806451612903225,0.29906542056074764,0.277056277056277,0.1862348178137652,0.7009345794392523,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_pointing,2,UT00,pointing_attitude,False,241.0,200.0,67.0,0.0,0.0,19,0,True,True,False,False,175.0,133.0,200.0,441.0,447.0,,,,,308.0,241.0,,,,67.0,100,19,7,475,0.8403361344537815,0.9345794392523364,0.8849557522123893,0.038461538461538464,0.06542056074766354,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,42,118,65,376,0.2625,0.3925233644859813,0.3146067415730337,0.2388663967611336,0.6074766355140186,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_pointing,3,UT00,pointing_attitude,False,207.0,216.0,16.0,0.0,0.0,10,0,True,True,False,False,175.0,200.0,216.0,423.0,429.0,,,,,223.0,207.0,,,,16.0,100,8,7,486,0.9259259259259259,0.9345794392523364,0.9302325581395349,0.016194331983805668,0.06542056074766354,98,0,9,494,1.0,0.9158878504672897,0.9560975609756098,0.0,0.08411214953271028,47,131,60,363,0.2640449438202247,0.4392523364485981,0.32982456140350874,0.2651821862348178,0.5607476635514018,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_pointing,4,UT00,pointing_attitude,False,,199.0,42.0,0.0,0.0,20,1,False,True,False,False,175.0,157.0,199.0,,,,,,,,,,,,42.0,101,21,6,473,0.8278688524590164,0.9439252336448598,0.8820960698689956,0.04251012145748988,0.056074766355140186,101,0,6,494,1.0,0.9439252336448598,0.9711538461538461,0.0,0.056074766355140186,0,0,107,494,,0.0,,0.0,1.0,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,False,False
leo_ntn,leo_pointing,5,UT00,pointing_attitude,False,224.0,217.0,0.0,0.0,0.0,0,0,True,True,False,False,175.0,217.0,217.0,441.0,447.0,,,,,224.0,224.0,,,,0.0,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,42,118,65,376,0.2625,0.3925233644859813,0.3146067415730337,0.2388663967611336,0.6074766355140186,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
leo_ntn,leo_pointing,6,UT00,pointing_attitude,False,,217.0,0.0,0.0,0.0,0,0,False,True,False,False,175.0,217.0,217.0,,,,,,,,,,,,0.0,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,0,0,107,494,,0.0,,0.0,1.0,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,False,False
leo_ntn,leo_pointing,7,UT00,pointing_attitude,False,,217.0,0.0,0.0,0.0,5,0,False,True,False,False,175.0,217.0,217.0,,,,,,,,,,,,0.0,97,5,10,489,0.9509803921568627,0.9065420560747663,0.9282296650717703,0.010121457489878543,0.09345794392523364,97,0,10,494,1.0,0.9065420560747663,0.9509803921568627,0.0,0.09345794392523364,0,0,107,494,,0.0,,0.0,1.0,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,False,False
leo_ntn,leo_pointing,8,UT00,pointing_attitude,False,,200.0,0.0,0.0,0.0,0,0,False,True,False,False,175.0,200.0,200.0,,,,,,,,,,,,0.0,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,100,0,7,494,1.0,0.9345794392523364,0.966183574879227,0.0,0.06542056074766354,0,0,107,494,,0.0,,0.0,1.0,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,False,False
leo_ntn,leo_pointing,9,UT00,pointing_attitude,False,,218.0,0.0,0.0,0.0,0,0,False,True,False,False,175.0,218.0,218.0,,,,,,,,,,,,0.0,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,0,0,107,494,,0.0,,0.0,1.0,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,False,False
leo_ntn,leo_pointing,10,UT00,pointing_attitude,False,,218.0,0.0,0.0,0.0,0,0,False,True,False,False,175.0,218.0,218.0,,,,,,,,,,,,0.0,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,0,0,107,494,,0.0,,0.0,1.0,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,False,False
leo_ntn,leo_pointing,11,UT00,pointing_attitude,False,,218.0,0.0,0.0,0.0,0,0,False,True,False,False,175.0,218.0,218.0,,,,,,,,,,,,0.0,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,0,0,107,494,,0.0,,0.0,1.0,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,False,False
leo_ntn,leo_pointing,12,UT00,pointing_attitude,False,,218.0,0.0,0.0,0.0,0,0,False,True,False,False,175.0,218.0,218.0,,,,,,,,,,,,0.0,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,96,0,11,494,1.0,0.897196261682243,0.9458128078817734,0.0,0.102803738317757,0,0,107,494,,0.0,,0.0,1.0,ILLUSTRATIVE - not derived from operator financial data,0.0,900.0,-900.0,,False,False
