domain,scenario,seed,element_id,gt_fault,gt_self_clearing,lead_gain_min,t_first_correct_verdict,time_to_correct_diagnosis_min,degraded_minutes,down_minutes,n_ambiguous_decisions,n_wait_decisions,conv_escalated,layer_escalated,conv_unnecessary_dispatch,layer_unnecessary_dispatch,t_fault_onset,t_first_detectable,t_decision_layer_actionable,t_conventional_escalation,t_ticket,t_service_impact,t_outage,t_recovery,t_environment_cleared,false_calm_window_min,pre_escalation_window_min,exposure_window_min,decision_margin_min,conventional_margin_min,time_to_diagnosis_min,detect_tp,detect_fp,detect_fn,detect_tn,detect_precision,detect_recall,detect_f1,detect_fpr,detect_fnr,layer_esc_tp,layer_esc_fp,layer_esc_fn,layer_esc_tn,layer_esc_precision,layer_esc_recall,layer_esc_f1,layer_esc_fpr,layer_esc_fnr,conv_esc_tp,conv_esc_fp,conv_esc_fn,conv_esc_tn,conv_esc_precision,conv_esc_recall,conv_esc_f1,conv_esc_fpr,conv_esc_fnr,provenance,exposure_conventional,exposure_decision_layer,exposure_delta,exposure_delta_pct,decision_layer_dispatched_unnecessarily,conventional_dispatched_unnecessarily
microwave,mw_directional_hardware,17,POP~R_D05_1,hardware_directional,False,21.0,233.0,9.0,322.0,0.0,9,0,True,True,False,False,170.0,224.0,233.0,254.0,260.0,279.0,,,,30.0,21.0,55.0,46.0,25.0,9.0,377,0,53,171,1.0,0.8767441860465116,0.9343246592317225,0.0,0.12325581395348838,368,0,62,171,1.0,0.8558139534883721,0.9223057644110275,0.0,0.14418604651162792,347,0,83,171,1.0,0.8069767441860465,0.8931788931788932,0.0,0.1930232558139535,ILLUSTRATIVE - not derived from operator financial data,2358.8,2356.53,2.27,0.1,False,False
microwave,mw_directional_hardware,18,POP~R_D05_1,hardware_directional,False,12.0,239.0,17.0,324.0,0.0,17,0,True,True,False,False,170.0,222.0,239.0,251.0,257.0,271.0,,,,29.0,12.0,49.0,32.0,20.0,17.0,379,0,51,171,1.0,0.8813953488372093,0.9369592088998764,0.0,0.1186046511627907,362,0,68,171,1.0,0.8418604651162791,0.9141414141414141,0.0,0.15813953488372093,350,0,80,171,1.0,0.813953488372093,0.8974358974358974,0.0,0.18604651162790697,ILLUSTRATIVE - not derived from operator financial data,2359.6,2358.3,1.3,0.1,False,False
microwave,mw_directional_hardware,19,POP~R_D05_1,hardware_directional,False,12.0,237.0,9.0,323.0,0.0,9,0,True,True,False,False,170.0,228.0,237.0,249.0,255.0,275.0,,,,21.0,12.0,47.0,38.0,26.0,9.0,373,0,57,171,1.0,0.8674418604651163,0.9290161892901618,0.0,0.1325581395348837,364,0,66,171,1.0,0.8465116279069768,0.9168765743073048,0.0,0.15348837209302327,352,0,78,171,1.0,0.8186046511627907,0.9002557544757033,0.0,0.1813953488372093,ILLUSTRATIVE - not derived from operator financial data,2359.2,2357.9,1.3,0.1,False,False
microwave,mw_directional_hardware,20,POP~R_D05_1,hardware_directional,False,20.0,230.0,7.0,317.0,0.0,7,0,True,True,False,False,170.0,223.0,230.0,250.0,256.0,284.0,,,,27.0,20.0,61.0,54.0,34.0,7.0,378,0,52,171,1.0,0.8790697674418605,0.9356435643564356,0.0,0.12093023255813953,371,0,59,171,1.0,0.8627906976744186,0.9263420724094882,0.0,0.1372093023255814,351,0,79,171,1.0,0.8162790697674419,0.8988476312419975,0.0,0.18372093023255814,ILLUSTRATIVE - not derived from operator financial data,2356.8,2354.64,2.16,0.1,False,False
microwave,mw_directional_hardware,21,POP~R_D05_1,hardware_directional,False,9.0,239.0,12.0,325.0,0.0,12,0,True,True,False,False,170.0,227.0,239.0,248.0,254.0,275.0,,,,21.0,9.0,48.0,36.0,27.0,12.0,374,0,56,171,1.0,0.8697674418604651,0.9303482587064676,0.0,0.13023255813953488,362,0,68,171,1.0,0.8418604651162791,0.9141414141414141,0.0,0.15813953488372093,353,0,77,171,1.0,0.8209302325581396,0.9016602809706258,0.0,0.17906976744186046,ILLUSTRATIVE - not derived from operator financial data,2360.0,2359.03,0.97,0.0,False,False
microwave,mw_directional_hardware,22,POP~R_D05_1,hardware_directional,False,14.0,240.0,17.0,320.0,0.0,17,0,True,True,False,False,170.0,223.0,240.0,254.0,260.0,281.0,,,,31.0,14.0,58.0,41.0,27.0,17.0,378,0,52,171,1.0,0.8790697674418605,0.9356435643564356,0.0,0.12093023255813953,361,0,69,171,1.0,0.8395348837209302,0.9127686472819216,0.0,0.16046511627906976,347,0,83,171,1.0,0.8069767441860465,0.8931788931788932,0.0,0.1930232558139535,ILLUSTRATIVE - not derived from operator financial data,2358.0,2356.49,1.51,0.1,False,False
microwave,mw_directional_hardware,23,POP~R_D05_1,hardware_directional,False,19.0,231.0,6.0,319.0,0.0,6,0,True,True,False,False,170.0,225.0,231.0,250.0,256.0,281.0,,,,25.0,19.0,56.0,50.0,31.0,6.0,376,0,54,171,1.0,0.8744186046511628,0.9330024813895782,0.0,0.12558139534883722,370,0,60,171,1.0,0.8604651162790697,0.9249999999999999,0.0,0.13953488372093023,351,0,79,171,1.0,0.8162790697674419,0.8988476312419975,0.0,0.18372093023255814,ILLUSTRATIVE - not derived from operator financial data,2357.6,2355.55,2.05,0.1,False,False
microwave,mw_directional_hardware,24,POP~R_D05_1,hardware_directional,False,10.0,240.0,16.0,322.0,0.0,16,0,True,True,False,False,170.0,224.0,240.0,250.0,256.0,278.0,,,,26.0,10.0,54.0,38.0,28.0,16.0,377,0,53,171,1.0,0.8767441860465116,0.9343246592317225,0.0,0.12325581395348838,361,0,69,171,1.0,0.8395348837209302,0.9127686472819216,0.0,0.16046511627906976,351,0,79,171,1.0,0.8162790697674419,0.8988476312419975,0.0,0.18372093023255814,ILLUSTRATIVE - not derived from operator financial data,2358.8,2357.72,1.08,0.0,False,False
microwave,mw_directional_hardware,25,POP~R_D05_1,hardware_directional,False,18.0,238.0,11.0,318.0,0.0,11,0,True,True,False,False,170.0,227.0,238.0,256.0,262.0,281.0,,,,29.0,18.0,54.0,43.0,25.0,11.0,374,0,56,171,1.0,0.8697674418604651,0.9303482587064676,0.0,0.13023255813953488,363,0,67,171,1.0,0.8441860465116279,0.9155107187894073,0.0,0.1558139534883721,345,0,85,171,1.0,0.8023255813953488,0.8903225806451612,0.0,0.19767441860465115,ILLUSTRATIVE - not derived from operator financial data,2357.2,2355.26,1.94,0.1,False,False
microwave,mw_directional_hardware,26,POP~R_D05_1,hardware_directional,False,13.0,231.0,7.0,326.0,0.0,7,0,True,True,False,False,170.0,224.0,231.0,244.0,250.0,275.0,,,,20.0,13.0,51.0,44.0,31.0,7.0,377,0,53,171,1.0,0.8767441860465116,0.9343246592317225,0.0,0.12325581395348838,370,0,60,171,1.0,0.8604651162790697,0.9249999999999999,0.0,0.13953488372093023,357,0,73,171,1.0,0.8302325581395349,0.9072426937738246,0.0,0.1697674418604651,ILLUSTRATIVE - not derived from operator financial data,2360.4,2359.0,1.4,0.1,False,False
microwave,mw_directional_hardware,27,POP~R_D05_1,hardware_directional,False,16.0,238.0,9.0,324.0,0.0,14,0,True,True,False,False,170.0,229.0,238.0,254.0,260.0,277.0,,,,25.0,16.0,48.0,39.0,23.0,9.0,372,0,58,171,1.0,0.8651162790697674,0.9276807980049876,0.0,0.13488372093023257,358,0,72,171,1.0,0.8325581395348837,0.9086294416243654,0.0,0.16744186046511628,347,0,83,171,1.0,0.8069767441860465,0.8931788931788932,0.0,0.1930232558139535,ILLUSTRATIVE - not derived from operator financial data,2359.6,2357.87,1.73,0.1,False,False
microwave,mw_directional_hardware,28,POP~R_D05_1,hardware_directional,False,12.0,241.0,12.0,321.0,0.0,12,0,True,True,False,False,170.0,229.0,241.0,253.0,259.0,280.0,,,,24.0,12.0,51.0,39.0,27.0,12.0,372,0,58,171,1.0,0.8651162790697674,0.9276807980049876,0.0,0.13488372093023257,360,0,70,171,1.0,0.8372093023255814,0.9113924050632911,0.0,0.16279069767441862,348,0,82,171,1.0,0.8093023255813954,0.8946015424164524,0.0,0.19069767441860466,ILLUSTRATIVE - not derived from operator financial data,2358.4,2357.1,1.3,0.1,False,False
microwave,mw_directional_hardware,29,POP~R_D05_1,hardware_directional,False,12.0,241.0,17.0,317.0,0.0,17,0,True,True,False,False,170.0,224.0,241.0,253.0,259.0,283.0,,,,29.0,12.0,59.0,42.0,30.0,17.0,377,0,53,171,1.0,0.8767441860465116,0.9343246592317225,0.0,0.12325581395348838,360,0,70,171,1.0,0.8372093023255814,0.9113924050632911,0.0,0.16279069767441862,348,0,82,171,1.0,0.8093023255813954,0.8946015424164524,0.0,0.19069767441860466,ILLUSTRATIVE - not derived from operator financial data,2356.8,2355.5,1.3,0.1,False,False
microwave,mw_directional_hardware,30,POP~R_D05_1,hardware_directional,False,15.0,235.0,7.0,319.0,0.0,7,0,True,True,False,False,170.0,228.0,235.0,250.0,256.0,282.0,,,,22.0,15.0,54.0,47.0,32.0,7.0,373,0,57,171,1.0,0.8674418604651163,0.9290161892901618,0.0,0.1325581395348837,366,0,64,171,1.0,0.8511627906976744,0.9195979899497487,0.0,0.14883720930232558,351,0,79,171,1.0,0.8162790697674419,0.8988476312419975,0.0,0.18372093023255814,ILLUSTRATIVE - not derived from operator financial data,2357.6,2355.98,1.62,0.1,False,False
microwave,mw_hidden_in_storm,1,POP~R_D05_1,hardware_directional,False,13.0,192.0,12.0,323.0,0.0,8,12,True,True,False,False,175.0,180.0,180.0,193.0,199.0,203.0,,,,13.0,13.0,23.0,23.0,10.0,0.0,410,0,24,167,1.0,0.9447004608294931,0.9715639810426541,0.0,0.055299539170506916,390,0,35,176,1.0,0.9176470588235294,0.9570552147239264,0.0,0.08235294117647059,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2359.2,2357.8,1.4,0.1,False,False
microwave,mw_hidden_in_storm,2,POP~R_D05_1,hardware_directional,False,12.0,181.0,2.0,324.0,0.0,8,2,True,True,False,False,175.0,179.0,179.0,191.0,197.0,277.0,,,,12.0,12.0,98.0,98.0,86.0,0.0,402,0,32,167,1.0,0.9262672811059908,0.9617224880382775,0.0,0.07373271889400922,392,0,33,176,1.0,0.9223529411764706,0.9596083231334149,0.0,0.07764705882352942,410,0,15,176,1.0,0.9647058823529412,0.9820359281437125,0.0,0.03529411764705882,ILLUSTRATIVE - not derived from operator financial data,2359.6,2358.3,1.3,0.1,False,False
microwave,mw_hidden_in_storm,3,POP~R_D05_1,hardware_directional,False,12.0,190.0,9.0,332.0,0.0,10,17,True,True,False,False,175.0,181.0,181.0,193.0,199.0,202.0,,,,12.0,12.0,21.0,21.0,9.0,0.0,402,0,32,167,1.0,0.9262672811059908,0.9617224880382775,0.0,0.07373271889400922,375,0,50,176,1.0,0.8823529411764706,0.9375,0.0,0.11764705882352941,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2362.8,2361.5,1.3,0.1,False,False
microwave,mw_hidden_in_storm,4,POP~R_D05_1,hardware_directional,False,13.0,189.0,10.0,338.0,0.0,9,10,True,True,False,False,175.0,179.0,179.0,192.0,198.0,200.0,,,,13.0,13.0,21.0,21.0,8.0,0.0,406,0,28,167,1.0,0.9354838709677419,0.9666666666666666,0.0,0.06451612903225806,387,0,38,176,1.0,0.9105882352941177,0.9532019704433498,0.0,0.08941176470588236,409,0,16,176,1.0,0.9623529411764706,0.9808153477218226,0.0,0.03764705882352941,ILLUSTRATIVE - not derived from operator financial data,2365.2,2363.8,1.4,0.1,False,False
microwave,mw_hidden_in_storm,5,POP~R_D05_1,hardware_directional,False,14.0,196.0,15.0,326.0,0.0,7,15,True,True,False,False,175.0,181.0,181.0,195.0,201.0,274.0,,,,14.0,14.0,93.0,93.0,79.0,0.0,405,0,29,167,1.0,0.9331797235023042,0.9654350417163289,0.0,0.06682027649769585,383,0,42,176,1.0,0.9011764705882352,0.948019801980198,0.0,0.0988235294117647,406,0,19,176,1.0,0.9552941176470588,0.9771359807460891,0.0,0.04470588235294118,ILLUSTRATIVE - not derived from operator financial data,2360.4,2358.89,1.51,0.1,False,False
microwave,mw_hidden_in_storm,6,POP~R_D05_1,hardware_directional,False,11.0,184.0,3.0,327.0,0.0,10,3,True,True,False,False,175.0,181.0,181.0,192.0,198.0,203.0,,,,11.0,11.0,22.0,22.0,11.0,0.0,412,0,22,167,1.0,0.9493087557603687,0.9739952718676123,0.0,0.05069124423963134,399,0,26,176,1.0,0.9388235294117647,0.9684466019417475,0.0,0.0611764705882353,409,0,16,176,1.0,0.9623529411764706,0.9808153477218226,0.0,0.03764705882352941,ILLUSTRATIVE - not derived from operator financial data,2360.8,2359.61,1.19,0.1,False,False
microwave,mw_hidden_in_storm,7,POP~R_D05_1,hardware_directional,False,13.0,195.0,16.0,324.0,0.0,13,17,True,True,False,False,175.0,179.0,179.0,192.0,198.0,277.0,,,,13.0,13.0,98.0,98.0,85.0,0.0,409,0,25,167,1.0,0.9423963133640553,0.9703440094899171,0.0,0.0576036866359447,379,0,46,176,1.0,0.8917647058823529,0.9427860696517413,0.0,0.10823529411764705,409,0,16,176,1.0,0.9623529411764706,0.9808153477218226,0.0,0.03764705882352941,ILLUSTRATIVE - not derived from operator financial data,2359.6,2358.2,1.4,0.1,False,False
microwave,mw_hidden_in_storm,8,POP~R_D05_1,hardware_directional,False,13.0,195.0,14.0,329.0,0.0,7,14,True,True,False,False,175.0,181.0,181.0,194.0,200.0,208.0,,,,13.0,13.0,27.0,27.0,14.0,0.0,407,0,27,167,1.0,0.9377880184331797,0.9678953626634959,0.0,0.06221198156682028,386,0,39,176,1.0,0.908235294117647,0.9519112207151664,0.0,0.09176470588235294,407,0,18,176,1.0,0.9576470588235294,0.9783653846153847,0.0,0.042352941176470586,ILLUSTRATIVE - not derived from operator financial data,2361.6,2360.2,1.4,0.1,False,False
microwave,mw_hidden_in_storm,9,POP~R_D05_1,hardware_directional,False,14.0,190.0,10.0,325.0,0.0,14,10,True,True,False,False,175.0,180.0,180.0,194.0,200.0,201.0,,,,14.0,14.0,21.0,21.0,7.0,0.0,408,0,26,167,1.0,0.9400921658986175,0.9691211401425179,0.0,0.059907834101382486,384,0,41,176,1.0,0.9035294117647059,0.9493201483312732,0.0,0.09647058823529411,407,0,18,176,1.0,0.9576470588235294,0.9783653846153847,0.0,0.042352941176470586,ILLUSTRATIVE - not derived from operator financial data,2360.0,2358.49,1.51,0.1,False,False
microwave,mw_hidden_in_storm,10,POP~R_D05_1,hardware_directional,False,13.0,182.0,3.0,333.0,0.0,11,8,True,True,False,False,175.0,179.0,179.0,192.0,198.0,200.0,,,,13.0,13.0,21.0,21.0,8.0,0.0,408,0,26,167,1.0,0.9400921658986175,0.9691211401425179,0.0,0.059907834101382486,389,0,36,176,1.0,0.9152941176470588,0.9557739557739557,0.0,0.08470588235294117,409,0,16,176,1.0,0.9623529411764706,0.9808153477218226,0.0,0.03764705882352941,ILLUSTRATIVE - not derived from operator financial data,2363.2,2361.8,1.4,0.1,False,False
microwave,mw_hidden_in_storm,11,POP~R_D05_1,hardware_directional,False,13.0,187.0,8.0,334.0,0.0,11,8,True,True,False,False,175.0,179.0,179.0,192.0,198.0,196.0,,,,13.0,13.0,17.0,17.0,4.0,0.0,403,0,31,167,1.0,0.9285714285714286,0.962962962962963,0.0,0.07142857142857142,384,0,41,176,1.0,0.9035294117647059,0.9493201483312732,0.0,0.09647058823529411,409,0,16,176,1.0,0.9623529411764706,0.9808153477218226,0.0,0.03764705882352941,ILLUSTRATIVE - not derived from operator financial data,2363.6,2362.2,1.4,0.1,False,False
microwave,mw_hidden_in_storm,12,POP~R_D05_1,hardware_directional,False,14.0,195.0,15.0,332.0,0.0,11,15,True,True,False,False,175.0,180.0,180.0,194.0,200.0,267.0,,,,14.0,14.0,87.0,87.0,73.0,0.0,409,0,25,167,1.0,0.9423963133640553,0.9703440094899171,0.0,0.0576036866359447,383,0,42,176,1.0,0.9011764705882352,0.948019801980198,0.0,0.0988235294117647,407,0,18,176,1.0,0.9576470588235294,0.9783653846153847,0.0,0.042352941176470586,ILLUSTRATIVE - not derived from operator financial data,2362.8,2361.29,1.51,0.1,False,False
microwave,mw_hidden_in_storm,13,POP~R_D05_1,hardware_directional,False,15.0,191.0,12.0,323.0,0.0,8,12,True,True,False,False,175.0,179.0,179.0,194.0,200.0,278.0,,,,15.0,15.0,99.0,99.0,84.0,0.0,407,0,27,167,1.0,0.9377880184331797,0.9678953626634959,0.0,0.06221198156682028,387,0,38,176,1.0,0.9105882352941177,0.9532019704433498,0.0,0.08941176470588236,407,0,18,176,1.0,0.9576470588235294,0.9783653846153847,0.0,0.042352941176470586,ILLUSTRATIVE - not derived from operator financial data,2359.2,2357.58,1.62,0.1,False,False
microwave,mw_hidden_in_storm,14,POP~R_D05_1,hardware_directional,False,13.0,187.0,7.0,331.0,0.0,8,8,True,True,False,False,175.0,180.0,180.0,193.0,199.0,208.0,,,,13.0,13.0,28.0,28.0,15.0,0.0,406,0,28,167,1.0,0.9354838709677419,0.9666666666666666,0.0,0.06451612903225806,390,0,35,176,1.0,0.9176470588235294,0.9570552147239264,0.0,0.08235294117647059,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2362.4,2361.0,1.4,0.1,False,False
microwave,mw_hidden_in_storm,15,POP~R_D05_1,hardware_directional,False,12.0,185.0,4.0,329.0,0.0,4,4,True,True,False,False,175.0,181.0,181.0,193.0,199.0,203.0,,,,12.0,12.0,22.0,22.0,10.0,0.0,401,0,33,167,1.0,0.923963133640553,0.9604790419161677,0.0,0.07603686635944701,393,0,32,176,1.0,0.9247058823529412,0.9608801955990219,0.0,0.07529411764705882,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2361.6,2360.3,1.3,0.1,False,False
microwave,mw_hidden_in_storm,16,POP~R_D05_1,hardware_directional,False,13.0,188.0,8.0,333.0,0.0,9,8,True,True,False,False,175.0,180.0,180.0,193.0,199.0,200.0,,,,13.0,13.0,20.0,20.0,7.0,0.0,406,0,28,167,1.0,0.9354838709677419,0.9666666666666666,0.0,0.06451612903225806,389,0,36,176,1.0,0.9152941176470588,0.9557739557739557,0.0,0.08470588235294117,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2363.2,2361.8,1.4,0.1,False,False
microwave,mw_hidden_in_storm,17,POP~R_D05_1,hardware_directional,False,13.0,190.0,9.0,332.0,0.0,14,9,True,True,False,False,175.0,181.0,181.0,194.0,200.0,200.0,,,,13.0,13.0,19.0,19.0,6.0,0.0,405,0,29,167,1.0,0.9331797235023042,0.9654350417163289,0.0,0.06682027649769585,382,0,43,176,1.0,0.8988235294117647,0.946716232961586,0.0,0.1011764705882353,407,0,18,176,1.0,0.9576470588235294,0.9783653846153847,0.0,0.042352941176470586,ILLUSTRATIVE - not derived from operator financial data,2362.8,2361.4,1.4,0.1,False,False
microwave,mw_hidden_in_storm,18,POP~R_D05_1,hardware_directional,False,13.0,189.0,10.0,335.0,0.0,13,10,True,True,False,False,175.0,179.0,179.0,192.0,198.0,201.0,,,,13.0,13.0,22.0,22.0,9.0,0.0,409,0,25,167,1.0,0.9423963133640553,0.9703440094899171,0.0,0.0576036866359447,386,0,39,176,1.0,0.908235294117647,0.9519112207151664,0.0,0.09176470588235294,409,0,16,176,1.0,0.9623529411764706,0.9808153477218226,0.0,0.03764705882352941,ILLUSTRATIVE - not derived from operator financial data,2364.0,2362.6,1.4,0.1,False,False
microwave,mw_hidden_in_storm,19,POP~R_D05_1,hardware_directional,False,12.0,187.0,6.0,329.0,0.0,9,6,True,True,False,False,175.0,181.0,181.0,193.0,199.0,206.0,,,,12.0,12.0,25.0,25.0,13.0,0.0,405,0,29,167,1.0,0.9331797235023042,0.9654350417163289,0.0,0.06682027649769585,390,0,35,176,1.0,0.9176470588235294,0.9570552147239264,0.0,0.08235294117647059,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2361.6,2360.3,1.3,0.1,False,False
microwave,mw_hidden_in_storm,20,POP~R_D05_1,hardware_directional,False,13.0,196.0,15.0,324.0,0.0,6,15,True,True,False,False,175.0,181.0,181.0,194.0,200.0,202.0,,,,13.0,13.0,21.0,21.0,8.0,0.0,409,0,25,167,1.0,0.9423963133640553,0.9703440094899171,0.0,0.0576036866359447,388,0,37,176,1.0,0.9129411764705883,0.9544895448954489,0.0,0.08705882352941176,407,0,18,176,1.0,0.9576470588235294,0.9783653846153847,0.0,0.042352941176470586,ILLUSTRATIVE - not derived from operator financial data,2359.6,2358.2,1.4,0.1,False,False
microwave,mw_hidden_in_storm,21,POP~R_D05_1,hardware_directional,False,13.0,185.0,5.0,329.0,0.0,12,5,True,True,False,False,175.0,180.0,180.0,193.0,199.0,203.0,,,,13.0,13.0,23.0,23.0,10.0,0.0,407,0,27,167,1.0,0.9377880184331797,0.9678953626634959,0.0,0.06221198156682028,390,0,35,176,1.0,0.9176470588235294,0.9570552147239264,0.0,0.08235294117647059,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2361.6,2360.2,1.4,0.1,False,False
microwave,mw_hidden_in_storm,22,POP~R_D05_1,hardware_directional,False,13.0,185.0,5.0,322.0,0.0,13,5,True,True,False,False,175.0,180.0,180.0,193.0,199.0,206.0,,,,13.0,13.0,26.0,26.0,13.0,0.0,407,0,27,167,1.0,0.9377880184331797,0.9678953626634959,0.0,0.06221198156682028,389,0,36,176,1.0,0.9152941176470588,0.9557739557739557,0.0,0.08470588235294117,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2358.8,2357.4,1.4,0.1,False,False
microwave,mw_hidden_in_storm,23,POP~R_D05_1,hardware_directional,False,13.0,190.0,10.0,327.0,0.0,9,10,True,True,False,False,175.0,180.0,180.0,193.0,199.0,199.0,,,,13.0,13.0,19.0,19.0,6.0,0.0,408,0,26,167,1.0,0.9400921658986175,0.9691211401425179,0.0,0.059907834101382486,389,0,36,176,1.0,0.9152941176470588,0.9557739557739557,0.0,0.08470588235294117,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2360.8,2359.4,1.4,0.1,False,False
microwave,mw_hidden_in_storm,24,POP~R_D05_1,hardware_directional,False,13.0,187.0,7.0,325.0,0.0,16,15,True,True,False,False,175.0,180.0,180.0,193.0,199.0,273.0,,,,13.0,13.0,93.0,93.0,80.0,0.0,410,0,24,167,1.0,0.9447004608294931,0.9715639810426541,0.0,0.055299539170506916,379,0,46,176,1.0,0.8917647058823529,0.9427860696517413,0.0,0.10823529411764705,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2360.0,2358.6,1.4,0.1,False,False
microwave,mw_hidden_in_storm,25,POP~R_D05_1,hardware_directional,False,13.0,203.0,22.0,320.0,0.0,12,22,True,True,False,False,175.0,181.0,181.0,194.0,200.0,281.0,,,,13.0,13.0,100.0,100.0,87.0,0.0,405,0,29,167,1.0,0.9331797235023042,0.9654350417163289,0.0,0.06682027649769585,371,0,54,176,1.0,0.8729411764705882,0.9321608040201005,0.0,0.12705882352941175,407,0,18,176,1.0,0.9576470588235294,0.9783653846153847,0.0,0.042352941176470586,ILLUSTRATIVE - not derived from operator financial data,2358.0,2356.6,1.4,0.1,False,False
microwave,mw_hidden_in_storm,26,POP~R_D05_1,hardware_directional,False,12.0,195.0,14.0,329.0,0.0,8,14,True,True,False,False,175.0,181.0,181.0,193.0,199.0,208.0,,,,12.0,12.0,27.0,27.0,15.0,0.0,408,0,26,167,1.0,0.9400921658986175,0.9691211401425179,0.0,0.059907834101382486,386,0,39,176,1.0,0.908235294117647,0.9519112207151664,0.0,0.09176470588235294,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2361.6,2360.3,1.3,0.1,False,False
microwave,mw_hidden_in_storm,27,POP~R_D05_1,hardware_directional,False,13.0,191.0,11.0,327.0,0.0,15,11,True,True,False,False,175.0,180.0,180.0,193.0,199.0,206.0,,,,13.0,13.0,26.0,26.0,13.0,0.0,405,0,29,167,1.0,0.9331797235023042,0.9654350417163289,0.0,0.06682027649769585,379,0,46,176,1.0,0.8917647058823529,0.9427860696517413,0.0,0.10823529411764705,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2360.8,2359.4,1.4,0.1,False,False
microwave,mw_hidden_in_storm,28,POP~R_D05_1,hardware_directional,False,13.0,192.0,12.0,328.0,0.0,13,12,True,True,False,False,175.0,180.0,180.0,193.0,199.0,201.0,,,,13.0,13.0,21.0,21.0,8.0,0.0,405,0,29,167,1.0,0.9331797235023042,0.9654350417163289,0.0,0.06682027649769585,380,0,45,176,1.0,0.8941176470588236,0.9440993788819877,0.0,0.10588235294117647,408,0,17,176,1.0,0.96,0.9795918367346939,0.0,0.04,ILLUSTRATIVE - not derived from operator financial data,2361.2,2359.8,1.4,0.1,False,False
microwave,mw_hidden_in_storm,29,POP~R_D05_1,hardware_directional,False,14.0,192.0,11.0,327.0,0.0,13,11,True,True,False,False,175.0,181.0,181.0,195.0,201.0,199.0,,,,14.0,14.0,18.0,18.0,4.0,0.0,405,0,29,167,1.0,0.9331797235023042,0.9654350417163289,0.0,0.06682027649769585,381,0,44,176,1.0,0.8964705882352941,0.9454094292803971,0.0,0.10352941176470588,406,0,19,176,1.0,0.9552941176470588,0.9771359807460891,0.0,0.04470588235294118,ILLUSTRATIVE - not derived from operator financial data,2360.8,2359.29,1.51,0.1,False,False
microwave,mw_hidden_in_storm,30,POP~R_D05_1,hardware_directional,False,13.0,194.0,13.0,320.0,0.0,7,13,True,True,False,False,175.0,181.0,181.0,194.0,200.0,203.0,,,,13.0,13.0,22.0,22.0,9.0,0.0,405,0,29,167,1.0,0.9331797235023042,0.9654350417163289,0.0,0.06682027649769585,385,0,40,176,1.0,0.9058823529411765,0.9506172839506173,0.0,0.09411764705882353,407,0,18,176,1.0,0.9576470588235294,0.9783653846153847,0.0,0.042352941176470586,ILLUSTRATIVE - not derived from operator financial data,2358.0,2356.6,1.4,0.1,False,False
microwave,mw_interference,1,POP~R_D05_1,interference,False,21.0,184.0,0.0,0.0,0.0,1,0,True,True,False,False,180.0,184.0,184.0,205.0,211.0,,,,,21.0,21.0,,,,0.0,417,0,3,181,1.0,0.9928571428571429,0.996415770609319,0.0,0.007142857142857143,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
microwave,mw_interference,2,POP~R_D05_1,interference,False,20.0,185.0,0.0,0.0,0.0,0,0,True,True,False,False,180.0,185.0,185.0,205.0,211.0,,,,,20.0,20.0,,,,0.0,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,416,0,4,181,1.0,0.9904761904761905,0.9952153110047847,0.0,0.009523809523809525,396,0,24,181,1.0,0.9428571428571428,0.9705882352941176,0.0,0.05714285714285714,ILLUSTRATIVE - not derived from operator financial data,900.0,900.0,0.0,0.0,False,False
